Name,MRR,Line Coverage,file_match_ratio,Date,Comment
huggingface/microsoft/unixcoder-base,0.3611111111111111,0.2394984742161718,0.3564814814814815,02.06.2025 17:26,Default
huggingface/Salesforce/SFR-Embedding-Code-400M_R,0.4231481481481481,0.2308609671669722,0.4351851851851852,02.06.2025 17:27,Default
huggingface/Salesforce/codet5p-110m-embedding,0.3444444444444444,0.1958148644420961,0.2962962962962963,02.06.2025 17:30,Default
huggingface/codesage/codesage-large-v2,0.3222222222222222,0.1677124638802741,0.3796296296296296,02.06.2025 17:33,Default
huggingface/codesage/codesage-large,0.3907407407407407,0.3094655110958586,0.4351851851851852,02.06.2025 17:36,Default
huggingface/nomic-ai/CodeRankEmbed,0.425,0.2538849185812303,0.4351851851851852,02.06.2025 17:37,Default
huggingface/infly/inf-retriever-v1-1.5b,0.3185185185185185,0.1964187280726881,0.3379629629629629,02.06.2025 17:40,Default
huggingface/intfloat/multilingual-e5-large-instruct,0.3611111111111111,0.1741366932294889,0.3472222222222222,02.06.2025 17:41,Default
huggingface/Lajavaness/bilingual-embedding-large,0.3518518518518518,0.2133865963228336,0.3888888888888889,02.06.2025 17:43,Default
